
1 threads
 Time:   1.50661396980286     
 Time:   1.49012398719788     
 Time:   1.51307106018066     
 Time:   1.50465703010559     
 Time:   1.49269199371338     
 Time:   1.48551392555237     
 Time:   1.51523399353027     
 Time:   1.48704099655151     
 Time:   1.50249099731445     

2 threads
 Time:  0.761373043060303     
 Time:  0.759193181991577     
 Time:  0.759284019470215     
 Time:  0.759419918060303     
 Time:  0.760410070419312     
 Time:  0.757792949676514     
 Time:  0.759232997894287     
 Time:  0.762157917022705     
 Time:  0.765337944030762     

3 threads
 Time:  0.508193969726562     
 Time:  0.511712074279785     
 Time:  0.515238046646118     
 Time:  0.514618158340454     
 Time:  0.514588832855225     
 Time:  0.510279893875122     
 Time:  0.514726161956787     
 Time:  0.521012067794800     
 Time:  0.515568971633911     

4 threads
 Time:  0.387326002120972     
 Time:  0.392771959304810     
 Time:  0.384810924530029     
 Time:  0.387855052947998     
 Time:  0.395726919174194     
 Time:  0.387128114700317     
 Time:  0.388013124465942     
 Time:  0.385359048843384     
 Time:  0.385411977767944     

5 threads
 Time:  0.318675041198730     
 Time:  0.317697048187256     
 Time:  0.316480159759521     
 Time:  0.317852973937988     
 Time:  0.317691087722778     
 Time:  0.318833112716675     
 Time:  0.317629814147949     
 Time:  0.319450139999390     
 Time:  0.317136049270630     

6 threads
 Time:  0.270087003707886     
 Time:  0.269636154174805     
 Time:  0.269667148590088     
 Time:  0.269942045211792     
 Time:  0.269314050674438     
 Time:  0.269259929656982     
 Time:  0.270260095596313     
 Time:  0.269228935241699     
 Time:  0.270840883255005     

7 threads
 Time:  0.236190080642700     
 Time:  0.243119001388550     
 Time:  0.238444089889526     
 Time:  0.238824844360352     
 Time:  0.239915132522583     
 Time:  0.238950014114380     
 Time:  0.236477851867676     
 Time:  0.236758947372437     
 Time:  0.237257003784180     

8 threads
 Time:  0.204817056655884     
 Time:  0.210234880447388     
 Time:  0.209924936294556     
 Time:  0.206351041793823     
 Time:  0.203892946243286     
 Time:  0.206065893173218     
 Time:  0.211482048034668     
 Time:  0.204258918762207     
 Time:  0.205414056777954     

9 threads
 Time:  0.187003135681152     
 Time:  0.191019773483276     
 Time:  0.187060117721558     
 Time:  0.187765836715698     
 Time:  0.199244022369385     
 Time:  0.189909219741821     
 Time:  0.363726139068604     
 Time:  0.188838958740234     
 Time:  0.187741994857788     

10 threads
 Time:  0.170753002166748     
 Time:  0.171160936355591     
 Time:  0.172549009323120     
 Time:  0.171085119247437     
 Time:  0.175343990325928     
 Time:  0.172260046005249     
 Time:  0.174746036529541     
 Time:  0.176489830017090     
 Time:  0.171986818313599     

11 threads
 Time:  0.175740957260132     
 Time:  0.170244932174683     
 Time:  0.169239997863770     
 Time:  0.170538187026978     
 Time:  0.169440984725952     
 Time:  0.170168876647949     
 Time:  0.185722827911377     
 Time:  0.212440967559814     
 Time:  0.336467027664185     

12 threads
 Time:  0.161235094070435     
 Time:  0.152991056442261     
 Time:  0.148612976074219     
 Time:  0.152892112731934     
 Time:  0.159286975860596     
 Time:  0.207417011260986     
 Time:  0.150001049041748     
 Time:  0.153235912322998     
 Time:  0.151024103164673     

13 threads
 Time:  0.156224012374878     
 Time:  0.153664112091064     
 Time:  0.156590938568115     
 Time:  0.176623821258545     
 Time:  0.155246973037720     
 Time:  0.156187772750854     
 Time:  0.155013084411621     
 Time:  0.153646945953369     
 Time:  0.154693126678467     

14 threads
 Time:  0.182395935058594     
 Time:  0.140843152999878     
 Time:  0.147370100021362     
 Time:  0.138609170913696     
 Time:  0.169322967529297     
 Time:  0.135726928710938     
 Time:  0.163670778274536     
 Time:  0.156219005584717     
 Time:  0.148804187774658     

15 threads
 Time:  0.150189876556396     
 Time:  0.459523916244507     
 Time:  0.160255908966064     
 Time:  0.155883073806763     
 Time:  0.452843189239502     
 Time:  0.235758066177368     
 Time:  0.161466836929321     
 Time:  0.157670974731445     
 Time:  0.157470941543579     

16 threads
 Time:  0.143917083740234     
 Time:  0.435831069946289     
 Time:  0.361086845397949     
 Time:  0.158546924591064     
 Time:  0.163723945617676     
 Time:  0.208464145660400     
 Time:  0.246965885162354     
 Time:  0.193719148635864     
 Time:  0.173479080200195     

17 threads
 Time:  0.238512992858887     
 Time:  0.242511987686157     
 Time:  0.243848800659180     
 Time:  0.296224832534790     
 Time:  0.233821153640747     
 Time:  0.235125064849854     
 Time:  0.249705076217651     
 Time:  0.233352184295654     
 Time:  0.231498003005981     

18 threads
 Time:  0.228069067001343     
 Time:  0.331763982772827     
 Time:  0.243488073348999     
 Time:  0.315177917480469     
 Time:  0.224637031555176     
 Time:  0.230660915374756     
 Time:  0.255863904953003     
 Time:  0.243181943893433     
 Time:  0.256836175918579     

19 threads
 Time:  0.229847908020020     
 Time:  0.227796077728271     
 Time:  0.213379144668579     
 Time:  0.217171192169189     
 Time:  0.265802860260010     
 Time:  0.220639944076538     
 Time:  0.223499059677124     
 Time:  0.273473024368286     
 Time:  0.217153072357178     

20 threads
 Time:  0.261438131332397     
 Time:  0.217002868652344     
 Time:  0.327251911163330     
 Time:  0.216049194335938     
 Time:  0.258780956268311     
 Time:  0.212719917297363     
 Time:  0.235489845275879     
 Time:  0.211113929748535     
 Time:  0.213762044906616     

21 threads
 Time:  0.242831945419312     
 Time:  0.233732938766479     
 Time:  0.228127956390381     
 Time:  0.218641042709351     
 Time:  0.220962047576904     
 Time:  0.272519111633301     
 Time:  0.273627996444702     
 Time:  0.282864809036255     
 Time:  0.223466873168945     

22 threads
 Time:  0.272974014282227     
 Time:  0.245393991470337     
 Time:  0.262025117874146     
 Time:  0.205327987670898     
 Time:  0.246438980102539     
 Time:  0.250197887420654     
 Time:  0.312746047973633     
 Time:  0.305763959884644     
