
1 threads
 Time:  0.257705926895142     

23 threads
 Time:  0.298045158386230     
 Time:  0.273382902145386     
 Time:  0.240610122680664     
 Time:  0.322518110275269     
 Time:  0.256411075592041     
 Time:  0.254125118255615     
 Time:  0.274325132369995     
 Time:  0.263489007949829     
 Time:  0.253425121307373     

24 threads
 Time:  0.249610900878906     
 Time:  0.266129016876221     
 Time:  0.265816926956177     
 Time:  0.338695049285889     
 Time:  0.265232801437378     
 Time:  0.248649835586548     
 Time:  0.301631927490234     
 Time:  0.270350933074951     
 Time:  0.269495964050293     

25 threads
 Time:  0.310452938079834     
 Time:  0.254565000534058     
 Time:  0.251146078109741     
 Time:  0.300101995468140     
 Time:  0.276075839996338     
 Time:  0.256839036941528     
 Time:  0.274448871612549     
 Time:  0.258914947509766     
 Time:  0.257612943649292     

26 threads
 Time:  0.278688907623291     
 Time:  0.264824867248535     
 Time:  0.264199972152710     
 Time:  0.255042076110840     
 Time:  0.282445907592773     
 Time:  0.290275096893311     
 Time:  0.261021137237549     
 Time:  0.265988111495972     
 Time:  0.285574913024902     

27 threads
 Time:  0.283455133438110     
 Time:  0.271790027618408     
 Time:  0.268300056457520     
 Time:  0.259839057922363     
 Time:  0.281837940216064     
 Time:  0.271670818328857     
 Time:  0.281785964965820     
 Time:  0.277508974075317     
 Time:  0.269877910614014     

28 threads
 Time:  0.284713983535767     
 Time:  0.278301000595093     
 Time:  0.272823095321655     
 Time:  0.278266906738281     
 Time:  0.262902021408081     
 Time:  0.273497104644775     
 Time:  0.305691957473755     
 Time:  0.281414985656738     
 Time:  0.298440933227539     

29 threads
 Time:  0.270228862762451     
 Time:  0.271696090698242     
 Time:  0.271319866180420     
 Time:  0.280049085617065     
 Time:  0.285996913909912     
 Time:  0.268138170242310     
 Time:  0.278563976287842     
 Time:  0.281060934066772     
 Time:  0.277450084686279     

30 threads
 Time:  0.271376132965088     
 Time:  0.284666061401367     
 Time:  0.282490968704224     
 Time:  0.299154996871948     
 Time:  0.288464069366455     
 Time:  0.280885934829712     
 Time:  0.285887002944946     
 Time:  0.293401002883911     
 Time:  0.272361993789673     

31 threads
 Time:  0.290647983551025     
 Time:  0.300151109695435     
 Time:  0.288861036300659     
 Time:  0.277075052261353     
 Time:  0.304256916046143     
 Time:  0.285271883010864     
 Time:  0.280858039855957     
 Time:  0.305764198303223     
 Time:  0.304162979125977     

32 threads
 Time:  0.276824951171875     
 Time:  0.276494026184082     
 Time:  0.286851882934570     
 Time:  0.298814058303833     
 Time:  0.274645090103149     
 Time:  0.273530960083008     
 Time:  0.279567003250122     
 Time:  0.284622192382812     
 Time:  0.305127143859863     

